dashboard_path,chart_file,dashboard_page_key,dashboard_page_label,dashboard_section_key,dashboard_section_label,chart_kind,esto_flow_group_key,esto_flow_group_label,esto_flow_key,dataset,scenario,year,esto_flow,esto_product,source_sector,source_fuel,value_pj,is_subtotal,esto_pair_is_subtotal,ninth_pair_is_subtotal
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,07.06 Kerosene,Electricity Generation/Petroleum products,Kerosene,-0.07139987257074884,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,07.07 Gas/diesel oil,Electricity Generation/Petroleum products,Gas and diesel oil,-1.7448661089048783,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,07.08 Fuel oil,Electricity Generation/Petroleum products,Fuel oil,-3.319448356271967,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,07.10 Refinery gas (not liquefied),Electricity Generation/Petroleum products,Refinery gas not liquefied,-0.039236489874590746,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,07.16 Petroleum coke,Electricity Generation/Petroleum products,Petroleum coke,-1.284929067754967,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,07.17 Other products,Electricity Generation/Petroleum products,Other products,-0.12288714213206418,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,08.01 Natural gas,Electricity Generation/Gas,Natural gas,-16039.932708405531,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,08.01 Natural gas,Electricity Generation/Gas_CCUS,Natural gas,-78.43357081694157,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,09 Nuclear,Electricity Generation/Nuclear,Nuclear,-9617.51894258337,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,10 Hydro,Electricity Generation/Hydro,Hydro,-1083.4402369319137,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,11 Geothermal,Electricity Generation/Geothermal,Geothermal,-701.4804755731318,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,12.01 of which: Photovoltaics,Electricity Generation/Solar,of which Photovoltaics,-925.0832810339157,False,False,False
,,,,chart_group__esto__09_01_01__electricity_plants__esto__09_01_01__electricity_plants__direct__inputs__pj,,by_fuel,esto_flow_group__01__Production__02__Imports__03__Exports__07__Total_primary_energy_supply__08__Transfers__09__Total_transformation_sector__09_01_01__Electricity_plants__09_01_02__CHP_plants__09_02_01__Electricity_plants__09_02_02__CHP_plants__09_06__Gas_processing_plants__09_06_01__Gas_works_plants__09_06_02__Liquefaction_regasification_plants__09_07__Oil_refineries__09_08__Coal_transformation__09_08_01__Coke_ovens__09_08_02__Blast_furnaces__09_12__Non-specified_transformation__09_13__Hydrogen_transformation__09_13_01__Electrolysers__09_13_03__SMR_w_CCS__10_01_01__Electricity__CHP_and_heat_plants__10_01_02__Gas_works_plants__10_01_03__Liquefaction_regasification_plants__10_01_05__Coke_ovens__10_01_06__Coal_mines__10_01_07__Blast_furnaces__10_01_11__Oil_refineries__10_01_12__Oil_and_gas_extraction__10_01_13__Pump_storage_plants__10_01_17__Non-specified_own_uses__10_02__Transmission_and_distribution_losses__14__Industry_sector__14_03__Manufacturing__14_03_01__Iron_and_steel__14_03_02__Chemical__incl__petrochemical__14_03_07__Food__beverages_and_tobacco__15__Transport_sector,"Production + Imports + Exports + Total primary energy supply + Transfers + Total transformation sector + Electricity plants + CHP plants + Electricity plants + CHP plants + Gas processing plants + Gas works plants + Liquefaction/regasification plants + Oil refineries + Coal transformation + Non-specified transformation + Hydrogen transformation + Electrolysers + SMR w CCS + Electricity, CHP and heat plants + Gas works plants + Liquefaction/regasification plants + Coke ovens + Coal mines + Blast furnaces + Oil refineries + Oil and gas extraction + Non-specified own uses + Transmission and distribution losses + Industry sector + Manufacturing + Iron and steel + Transport sector + Coke ovens + Blast furnaces + Pump storage plants + Chemical (incl. petrochemical) + Food, beverages and tobacco",esto_flow__09_01_01__Electricity_plants,LEAP,Reference,2023,09.01.01 Electricity plants,12.99 Solar nonspecified,Electricity Generation/Solar,Solar nonspecified,-46.63305308225409,False,False,False
