chart_group_id,dashboard_path,sheet,measure,fuel_label,chart_file,section_id,section_label,entry_kind,exposed_in_dashboard
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Heat.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Heat,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Heat.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Hydro.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Hydro,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Hydro.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Hydrogen.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Hydrogen,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Hydrogen.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Industrial_waste.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Industrial waste,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Industrial_waste.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Kerosene.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Kerosene,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Kerosene.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Kerosene_type_jet_fuel.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Kerosene type jet fuel,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Kerosene_type_jet_fuel.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__LNG.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),LNG,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__LNG.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__LPG.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),LPG,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__LPG.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Lignite.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Lignite,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Lignite.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Motor_gasoline.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Motor gasoline,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Motor_gasoline.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Municipal_solid_waste__renewable.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Municipal solid waste (renewable),charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Municipal_solid_waste__renewable.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Naphtha.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Naphtha,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Naphtha.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Natural_gas_liquids.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Natural gas liquids,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Natural_gas_liquids.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Nuclear.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Nuclear,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Nuclear.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_biomass.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Other biomass,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_biomass.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_bituminous_coal.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Other bituminous coal,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_bituminous_coal.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_hydrocarbons.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Other hydrocarbons,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_hydrocarbons.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_liquid_biofuels.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Other liquid biofuels,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_liquid_biofuels.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_products.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Other products,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_products.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_recovered_gases.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Other recovered gases,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Other_recovered_gases.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__PetProd_nonspecified.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),PetProd nonspecified,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__PetProd_nonspecified.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Refinery_gas__not_liquefied.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Refinery gas (not liquefied),charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Refinery_gas__not_liquefied.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Solar_nonspecified.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Solar nonspecified,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Solar_nonspecified.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Solid_biomass.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Solid biomass,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Solid_biomass.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Sub-bituminous_coal.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Sub-bituminous coal,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Sub-bituminous_coal.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Total.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Total,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Total.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Wind.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Wind,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Wind.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__of_which__Photovoltaics.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),of which: Photovoltaics,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__of_which__Photovoltaics.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/aggregate__Other_transformation_and_transfers__Demand__Total_final_energy_consumption__Energy_balance__PJ__Total.html,Other transformation and transfers > Demand > Total final energy consumption,Total final energy consumption,Energy balance (PJ),Total,charts/aggregate__Other_transformation_and_transfers__Demand__Total_final_energy_consumption__Energy_balance__PJ__Total.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,aggregate,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Anthracite.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Anthracite,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Anthracite.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Aviation_gasoline.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Aviation gasoline,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Aviation_gasoline.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__BKB_PB.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),BKB/PB,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__BKB_PB.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bagasse.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Bagasse,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bagasse.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bio_jet_kerosene.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Bio jet kerosene,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bio_jet_kerosene.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biodiesel.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Biodiesel,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biodiesel.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogas.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Biogas,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogas.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogasoline.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Biogasoline,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogasoline.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bitumen.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Bitumen,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bitumen.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Black_liqour.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Black liqour,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Black_liqour.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct,True
